Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1p3WnvhSwOBEhVHyMlPF5I,"TRUMP THE BILL","TRUMP THE BILL","SUNSHINE",2025-11-21,91556,64,true,312ctbywossydaez37pttmshkwk4,2026-01-30T19:45:01Z,"","8869542 Records DK",0.881,0.358,10,-11.773,0,0.402,0.178,0.144,0.148,0.55,97.067,4
spotify:track:2YlSDImVqwDdCb6gqxy9Zt,"TRUMP THE BILL (TRIM EDITION)","TRUMP THE BILL","SUNSHINE;Trim",2025-12-19,151740,58,true,312ctbywossydaez37pttmshkwk4,2026-01-30T19:47:14Z,"","8869542 Records DK",0.861,0.33,10,-14.871,0,0.332,0.11,0.00186,0.611,0.541,97.008,4
spotify:track:5evBKaW1C74pRKBoQIyZ8C,"FLACKITO JODYE (feat. Tokischa)","Don't Be Dumb","A$AP Rocky;Tokischa",2026-01-21,140143,69,true,312ctbywossydaez37pttmshkwk4,2026-01-31T13:51:42Z,"rap,dembow,neoperreo","A$AP Worldwide/RCA Records",0.916,0.867,11,-3.461,0,0.098,0.0207,0.0139,0.0798,0.808,119.849,4
spotify:track:6QOOnaoczEeWw4zEICAJyB,"What I Like (with Moliy, Ayetian, & Tyga)","What I Like (with Moliy, Ayetian, & Tyga)","Rvssian;MOLIY;Ayetian;Tyga",2026-01-09,156140,68,true,312ctbywossydaez37pttmshkwk4,2026-01-31T14:01:18Z,"trap latino,alté,dancehall,soca","Head Concussion Records",0.958,0.552,0,-7.151,0,0.131,0.48,0.0000415,0.0901,0.361,103.004,4
spotify:track:6s5eOLOj3Zlb9x6eOfN1lM,"BUBBLING","BUBBLING","Noga Erez",2025-11-20,165000,56,true,312ctbywossydaez37pttmshkwk4,2026-02-01T09:24:13Z,"","Atlantic Records/Neon Gold",0.94,0.443,2,-8.799,1,0.123,0.181,0.000185,0.0637,0.625,120.126,3
spotify:track:2Pul6SaLL8e0sQhJDBVOr1,"DUMB","THE VANDALIST","Noga Erez",2024-09-20,136537,58,false,312ctbywossydaez37pttmshkwk4,2026-02-01T09:54:34Z,"","Atlantic Records/Neon Gold",0.918,0.398,2,-6.849,1,0.168,0.0958,0.0000166,0.0767,0.687,93,4
spotify:track:14nEH8o7toND24LZLiKPM3,"VIEWS","KIDS (Bonus Edition)","Noga Erez;Reo Cragun;ROUSSO",2021-08-03,165861,49,true,312ctbywossydaez37pttmshkwk4,2026-02-01T09:56:40Z,"","P2022",0.778,0.63,9,-7.133,0,0.176,0.216,0,0.0976,0.7,97.03,4
spotify:track:4mSSn9D9GMTnHVsQJ0NfUp,"FLAUNT","FLAUNT","Kenzo Alvares;Your Cousin Avi",2024-10-10,190099,18,false,312ctbywossydaez37pttmshkwk4,2026-03-02T23:52:30Z,"","Team Kenzo Records",0.662,0.681,1,-7.68,1,0.395,0.0339,0,0.068,0.801,100.895,4
spotify:track:1u4pa0khzUCv25iwDpzPUI,"Flight 99 - Your Cousin Avi Remix","Flight 99 (Your Cousin Avi Remix)","Please Wait;Your Cousin Avi;Ta-ku;matt mcwaters",2022-09-21,239032,9,false,312ctbywossydaez37pttmshkwk4,2026-03-02T23:54:21Z,"","823 Records",0.597,0.615,4,-6.172,0,0.341,0.378,0.00212,0.0636,0.557,123.956,3
spotify:track:2sR1e5YFAvXVN6EiIwR2is,"Nuts","Right Place, Wrong Person","RM",2024-05-24,194666,63,true,312ctbywossydaez37pttmshkwk4,2026-03-03T00:16:49Z,"k-pop,k-rap","BIGHIT MUSIC",0.749,0.573,8,-7.42,1,0.186,0.166,0.0000682,0.423,0.64,73.994,4
spotify:track:092kRG6VP2wvlnKI2NgYGg,"abraham","atman pt. 2","ptasinski;RJ Pasin",2024-11-27,106466,44,false,312ctbywossydaez37pttmshkwk4,2026-03-03T00:23:18Z,"phonk","Isekai Records",0.791,0.0663,10,-5.058,0,0.05,0.0166,0.661,0.0935,0.691,133.029,4
